ticket_id,date,category,priority,resolution_time,repeated_issue,after_hours,is_breach
T0981,2023-08-08,Data Export,High,57,True,False,False
T0982,2023-12-12,Malware Alert,Low,61,False,False,True
T0983,2023-03-15,Slow Performance,Low,51,False,False,False
T0984,2023-07-06,Slow Performance,Critical,14,False,False,True
T0985,2023-08-06,Malware Alert,High,26,False,False,True
T0986,2023-11-26,Data Export,Critical,36,False,False,False
T0987,2023-09-19,Slow Performance,High,61,False,False,False
T0988,2023-11-18,Access Request,Medium,59,True,False,False
T0989,2023-01-14,Malware Alert,Low,13,False,False,False
T0990,2023-02-09,Malware Alert,Critical,42,True,False,True
T0991,2023-05-14,Data Export,Critical,60,True,False,False
T0992,2023-08-09,Phishing Email,High,70,False,False,True
T0993,2023-01-17,Login Issue,Critical,58,False,False,False
T0994,2023-09-07,Malware Alert,High,22,False,True,False
T0995,2023-03-22,Login Issue,Critical,71,False,False,False
T0996,2023-12-13,Phishing Email,Low,51,True,False,True
T0997,2023-07-07,Access Request,High,42,True,False,True
T0998,2023-07-30,Access Request,Low,44,False,False,False
T0999,2023-12-19,Access Request,Low,32,True,False,False
T1000,2023-08-24,Login Issue,High,15,False,True,False
